seqid	source	type	start	end	score	strand	phase	attributes	chr	id	old_lt
CP023154	GenBank	CDS	508841	510868	.	-	1	ID=PFDSM3638_02535.p01;Parent=PFDSM3638_02535.t01;Name=PFDSM3638_02535;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011625.1;product=integral membrane glycosyltransferase;protein_id=PRJNA382684:PFDSM3638_02535;transl_table=11;translation=length.675	CP023154	PFDSM3638_02535	PF0508
CP023154	GenBank	CDS	512973	513263	.	-	1	ID=PFDSM3638_02545.p01;Parent=PFDSM3638_02545.t01;Name=PFDSM3638_02545;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014011770.1;product=nucleotide pyrophosphohydrolase;protein_id=PRJNA382684:PFDSM3638_02545;transl_table=11;translation=length.96	CP023154	PFDSM3638_02545	PF0510
CP023154	GenBank	CDS	513260	514078	.	-	1	ID=PFDSM3638_02550.p01;Parent=PFDSM3638_02550.t01;Name=PFDSM3638_02550;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011628.1;product=DNA-3-methyladenine glycosylase 2 family protein;protein_id=PRJNA382684:PFDSM3638_02550;transl_table=11;translation=length.272	CP023154	PFDSM3638_02550	PF0511
CP023154	GenBank	CDS	514204	514728	.	+	1	ID=PFDSM3638_02555.p01;Parent=PFDSM3638_02555.t01;Name=PFDSM3638_02555;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011629.1;product=transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_02555;transl_table=11;translation=length.174	CP023154	PFDSM3638_02555	PF0512
CP023154	GenBank	CDS	514729	516108	.	-	1	ID=PFDSM3638_02560.p01;Parent=PFDSM3638_02560.t01;eC_number=2.6.1.19;Name=PFDSM3638_02560;Note=catalyzes the formation of succinate semialdehyde and glutamate from 4-aminobutanoate and 2-oxoglutarate%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011630.1;product=aspartate aminotransferase family protein;protein_id=PRJNA382684:PFDSM3638_02560;transl_table=11;translation=length.459	CP023154	PFDSM3638_02560	PF0513
CP023154	GenBank	CDS	516167	517720	.	-	1	ID=PFDSM3638_02565.p01;Parent=PFDSM3638_02565.t01;Name=PFDSM3638_02565;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014733824.1;product=sodium:alanine symporter family protein;protein_id=PRJNA382684:PFDSM3638_02565;transl_table=11;translation=length.517	CP023154	PFDSM3638_02565	PF0514
CP023154	GenBank	CDS	517857	518660	.	+	1	ID=PFDSM3638_02570.p01;Parent=PFDSM3638_02570.t01;Name=PFDSM3638_02570;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011632.1;product=DUF4129 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_02570;transl_table=11;translation=length.267	CP023154	PFDSM3638_02570	PF0515
CP023154	GenBank	CDS	518650	519069	.	+	1	ID=PFDSM3638_02575.p01;Parent=PFDSM3638_02575.t01;Name=PFDSM3638_02575;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011633.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02575;transl_table=11;translation=length.139	CP023154	PFDSM3638_02575	PF0516
CP023154	GenBank	CDS	519056	520000	.	+	1	ID=PFDSM3638_02580.p01;Parent=PFDSM3638_02580.t01;Name=PFDSM3638_02580;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010868400.1;product=MoxR family ATPase;protein_id=PRJNA382684:PFDSM3638_02580;transl_table=11;translation=length.314	CP023154	PFDSM3638_02580	PF0517
CP023154	GenBank	CDS	520011	521234	.	+	1	ID=PFDSM3638_02585.p01;Parent=PFDSM3638_02585.t01;Name=PFDSM3638_02585;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011635.1;product=DUF58 domain-containing protein;protein_id=PRJNA382684:PFDSM3638_02585;transl_table=11;translation=length.407	CP023154	PFDSM3638_02585	PF0518
CP023154	GenBank	CDS	521228	521641	.	+	1	ID=PFDSM3638_02590.p01;Parent=PFDSM3638_02590.t01;Name=PFDSM3638_02590;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011636.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02590;transl_table=11;translation=length.137	CP023154	PFDSM3638_02590	PF0519
CP023154	GenBank	CDS	521634	522824	.	-	1	ID=PFDSM3638_02595.p01;Parent=PFDSM3638_02595.t01;Name=PFDSM3638_02595;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011637.1;product=MFS transporter;protein_id=PRJNA382684:PFDSM3638_02595;transl_table=11;translation=length.396	CP023154	PFDSM3638_02595	PF0520
CP023154	GenBank	CDS	522835	523095	.	-	1	ID=PFDSM3638_02600.p01;Parent=PFDSM3638_02600.t01;Name=PFDSM3638_02600;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011638.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02600;transl_table=11;translation=length.86	CP023154	PFDSM3638_02600	PF0521
CP023154	GenBank	CDS	523106	524278	.	-	1	ID=PFDSM3638_02605.p01;Parent=PFDSM3638_02605.t01;Name=PFDSM3638_02605;Note=catalyzes the transamination of the aromatic amino acid forming a ketoacid%3B first step in aromatic amino acid degradation in lactococci%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011639.1;product=aromatic amino acid aminotransferase;protein_id=PRJNA382684:PFDSM3638_02605;transl_table=11;translation=length.390	CP023154	PFDSM3638_02605	PF0522
CP023154	GenBank	CDS	524440	524868	.	-	1	ID=PFDSM3638_02610.p01;Parent=PFDSM3638_02610.t01;Name=PFDSM3638_02610;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011640.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02610;transl_table=11;translation=length.142	CP023154	PFDSM3638_02610	PF0523
CP023154	GenBank	CDS	525072	525260	.	+	1	ID=PFDSM3638_02615.p01;Parent=PFDSM3638_02615.t01;Name=PFDSM3638_02615;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010868406.1;product=ribbon-helix-helix protein%2C CopG family;protein_id=PRJNA382684:PFDSM3638_02615;transl_table=11;translation=length.62	CP023154	PFDSM3638_02615	PF0524
CP023154	GenBank	CDS	525279	526505	.	+	1	ID=PFDSM3638_02620.p01;Parent=PFDSM3638_02620.t01;Name=ftsZ;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011642.1;locus_tag=PFDSM3638_02620;product=cell division protein FtsZ;protein_id=PRJNA382684:PFDSM3638_02620;transl_table=11;translation=length.408	CP023154	PFDSM3638_02620	PF0525
CP023154	GenBank	CDS	526552	527328	.	+	1	ID=PFDSM3638_02625.p01;Parent=PFDSM3638_02625.t01;Name=PFDSM3638_02625;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011643.1;product=ParA family protein;protein_id=PRJNA382684:PFDSM3638_02625;transl_table=11;translation=length.258	CP023154	PFDSM3638_02625	PF0526
CP023154	GenBank	CDS	527309	527650	.	+	1	ID=PFDSM3638_02630.p01;Parent=PFDSM3638_02630.t01;Name=PFDSM3638_02630;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011644.1;product=CopG family transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_02630;transl_table=11;translation=length.113	CP023154	PFDSM3638_02630	PF0527
CP023154	GenBank	CDS	527630	528439	.	-	1	ID=PFDSM3638_02635.p01;Parent=PFDSM3638_02635.t01;Name=PFDSM3638_02635;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011645.1;product=cobalt ABC transporter ATP-binding protein;protein_id=PRJNA382684:PFDSM3638_02635;transl_table=11;translation=length.269	CP023154	PFDSM3638_02635	PF0528
CP023154	GenBank	CDS	528436	529089	.	-	1	ID=PFDSM3638_02640.p01;Parent=PFDSM3638_02640.t01;Name=PFDSM3638_02640;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011646.1;product=cobalt ABC transporter permease;protein_id=PRJNA382684:PFDSM3638_02640;transl_table=11;translation=length.217	CP023154	PFDSM3638_02640	PF0529
CP023154	GenBank	CDS	529092	529343	.	-	1	ID=PFDSM3638_02645.p01;Parent=PFDSM3638_02645.t01;Name=PFDSM3638_02645;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011647.1;product=cobalt transporter;protein_id=PRJNA382684:PFDSM3638_02645;transl_table=11;translation=length.83	CP023154	PFDSM3638_02645	PF0530
CP023154	GenBank	CDS	529340	529954	.	-	1	ID=PFDSM3638_02650.p01;Parent=PFDSM3638_02650.t01;Name=PFDSM3638_02650;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011648.1;product=cobalamin biosynthesis protein;protein_id=PRJNA382684:PFDSM3638_02650;transl_table=11;translation=length.204	CP023154	PFDSM3638_02650	PF0531
CP023154	GenBank	CDS	530130	531503	.	+	1	ID=PFDSM3638_02655.p01;Parent=PFDSM3638_02655.t01;Name=PFDSM3638_02655;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011649.1;product=acetyl-CoA synthetase;protein_id=PRJNA382684:PFDSM3638_02655;transl_table=11;translation=length.457	CP023154	PFDSM3638_02655	PF0532
CP023154	GenBank	CDS	531496	533436	.	+	1	ID=PFDSM3638_02660.p01;Parent=PFDSM3638_02660.t01;Name=iorA;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010884856.1;locus_tag=PFDSM3638_02660;product=indolepyruvate ferredoxin oxidoreductase subunit alpha;protein_id=PRJNA382684:PFDSM3638_02660;transl_table=11;translation=length.646	CP023154	PFDSM3638_02660	PF0533
CP023154	GenBank	CDS	533439	534047	.	+	1	ID=PFDSM3638_02665.p01;Parent=PFDSM3638_02665.t01;Name=iorB;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013905453.1;locus_tag=PFDSM3638_02665;product=indolepyruvate ferredoxin oxidoreductase subunit beta;protein_id=PRJNA382684:PFDSM3638_02665;transl_table=11;translation=length.202	CP023154	PFDSM3638_02665	PF0534
CP023154	GenBank	CDS	534137	534565	.	-	1	ID=PFDSM3638_02670.p01;Parent=PFDSM3638_02670.t01;Name=PFDSM3638_02670;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011652.1;product=transcriptional regulator;protein_id=PRJNA382684:PFDSM3638_02670;transl_table=11;translation=length.142	CP023154	PFDSM3638_02670	PF0535
CP023154	GenBank	CDS	534837	535538	.	-	1	ID=PFDSM3638_02680.p01;Parent=PFDSM3638_02680.t01;Name=PFDSM3638_02680;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011653.1;product=IS6 family transposase ISPfu5;protein_id=PRJNA382684:PFDSM3638_02680;transl_table=11;translation=length.233	CP023154	PFDSM3638_02680	NA
CP023154	GenBank	CDS	535964	538276	.	-	1	ID=PFDSM3638_02685.p01;Parent=PFDSM3638_02685.t01;Name=PFDSM3638_02685;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011654.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02685;transl_table=11;translation=length.770	CP023154	PFDSM3638_02685	PF0537
CP023154	GenBank	CDS	539156	540592	.	-	1	ID=PFDSM3638_02695.p01;Parent=PFDSM3638_02695.t01;Name=PFDSM3638_02695;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011655.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02695;transl_table=11;translation=length.478	CP023154	PFDSM3638_02695	PF0538
CP023154	GenBank	CDS	540699	541125	.	+	1	ID=PFDSM3638_02700.p01;Parent=PFDSM3638_02700.t01;Name=PFDSM3638_02700;Note=programmed frameshift%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011657.1;product=IS982 family transposase ISPfu3;protein_id=PRJNA382684:PFDSM3638_02700;ribosomal_slippage=_no_value;transl_table=11;translation=length.290	CP023154	PFDSM3638_02700	NA
CP023154	GenBank	CDS	541125	541570	.	+	1	ID=PFDSM3638_02700.p01;Parent=PFDSM3638_02700.t01;Name=PFDSM3638_02700;Note=programmed frameshift%3B Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011657.1;product=IS982 family transposase ISPfu3;protein_id=PRJNA382684:PFDSM3638_02700;ribosomal_slippage=_no_value;transl_table=11;translation=length.290	CP023154	PFDSM3638_02700	NA
CP023154	GenBank	CDS	541715	542449	.	+	1	ID=PFDSM3638_02705.p01;Parent=PFDSM3638_02705.t01;Name=PFDSM3638_02705;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011658.1;product=thymidylate synthase (FAD);protein_id=PRJNA382684:PFDSM3638_02705;transl_table=11;translation=length.244	CP023154	PFDSM3638_02705	PF0540
CP023154	GenBank	CDS	542650	543537	.	+	1	ID=PFDSM3638_02710.p01;Parent=PFDSM3638_02710.t01;Name=PFDSM3638_02710;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_013748705.1;product=type II methionyl aminopeptidase;protein_id=PRJNA382684:PFDSM3638_02710;transl_table=11;translation=length.295	CP023154	PFDSM3638_02710	PF0541
CP023154	GenBank	CDS	543694	544899	.	+	1	ID=PFDSM3638_02720.p01;Parent=PFDSM3638_02720.t01;Name=PFDSM3638_02720;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011660.1;product=molybdopterin molybdenumtransferase MoeA;protein_id=PRJNA382684:PFDSM3638_02720;transl_table=11;translation=length.401	CP023154	PFDSM3638_02720	PF0542
CP023154	GenBank	CDS	544911	545183	.	+	1	ID=PFDSM3638_02725.p01;Parent=PFDSM3638_02725.t01;Name=moaD;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011661.1;locus_tag=PFDSM3638_02725;product=molybdopterin converting factor subunit 1;protein_id=PRJNA382684:PFDSM3638_02725;transl_table=11;translation=length.90	CP023154	PFDSM3638_02725	PF0543
CP023154	GenBank	CDS	545180	545581	.	-	1	ID=PFDSM3638_02730.p01;Parent=PFDSM3638_02730.t01;Name=PFDSM3638_02730;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011662.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02730;transl_table=11;translation=length.133	CP023154	PFDSM3638_02730	PF0544
CP023154	GenBank	CDS	545574	545867	.	-	1	ID=PFDSM3638_02735.p01;Parent=PFDSM3638_02735.t01;Name=PFDSM3638_02735;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011663.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02735;transl_table=11;translation=length.97	CP023154	PFDSM3638_02735	PF0545
CP023154	GenBank	CDS	545827	547119	.	-	1	ID=PFDSM3638_02740.p01;Parent=PFDSM3638_02740.t01;Name=PFDSM3638_02740;Note=Derived by automated computational analysis using gene prediction method: Protein Homology.;codon_start=1;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011011664.1;product=hypothetical protein;protein_id=PRJNA382684:PFDSM3638_02740;transl_table=11;translation=length.430	CP023154	PFDSM3638_02740	PF0546
